#fa/C	ma
8.607355e+06	6.361110e+00
8.787954e+06	6.369618e+00
8.972342e+06	6.387831e+00
9.160598e+06	6.406792e+00
9.352805e+06	6.424260e+00
9.549045e+06	6.437256e+00
9.749402e+06	6.449180e+00
9.953962e+06	6.472771e+00
1.016282e+07	6.499885e+00
1.037605e+07	6.517382e+00
1.059376e+07	6.537537e+00
1.081604e+07	6.560824e+00
1.104298e+07	6.581657e+00
1.127468e+07	6.606935e+00
1.151124e+07	6.626514e+00
1.175277e+07	6.646609e+00
1.199937e+07	6.668203e+00
1.225114e+07	6.683616e+00
1.250819e+07	6.703182e+00
1.277063e+07	6.734371e+00
1.303858e+07	6.754130e+00
1.331216e+07	6.781028e+00
1.359147e+07	6.805352e+00
1.387665e+07	6.825604e+00
1.416781e+07	6.848355e+00
1.446507e+07	6.872913e+00
1.476858e+07	6.890305e+00
1.507845e+07	6.908246e+00
1.539482e+07	6.933739e+00
1.571784e+07	6.960972e+00
1.604763e+07	6.986685e+00
1.638434e+07	7.021558e+00
1.672811e+07	7.033619e+00
1.707910e+07	7.055650e+00
1.743745e+07	7.089485e+00
1.780332e+07	7.109738e+00
1.817687e+07	7.130250e+00
1.855825e+07	7.155193e+00
1.894764e+07	7.181157e+00
1.934520e+07	7.210254e+00
1.975110e+07	7.240464e+00
2.016551e+07	7.267458e+00
2.058862e+07	7.289527e+00
2.102061e+07	7.326444e+00
2.146166e+07	7.356147e+00
2.191197e+07	7.384359e+00
2.237172e+07	7.412924e+00
2.284112e+07	7.436339e+00
2.332037e+07	7.458471e+00
2.380968e+07	7.490354e+00
2.430925e+07	7.524814e+00
2.481930e+07	7.552953e+00
2.534006e+07	7.575684e+00
2.587174e+07	7.618878e+00
2.641458e+07	7.653885e+00
2.696881e+07	7.673705e+00
2.753466e+07	7.714980e+00
2.811239e+07	7.764090e+00
2.870224e+07	7.793765e+00
2.930447e+07	7.817692e+00
2.991933e+07	7.845470e+00
3.054710e+07	7.892219e+00
3.118803e+07	7.931718e+00
3.184242e+07	7.967339e+00
3.251053e+07	7.984944e+00
3.319266e+07	8.014662e+00
3.388911e+07	8.051423e+00
3.460016e+07	8.089689e+00
3.532614e+07	8.130045e+00
3.606735e+07	8.169501e+00
3.682411e+07	8.216090e+00
3.759675e+07	8.247657e+00
3.838560e+07	8.288092e+00
3.919100e+07	8.326280e+00
4.001330e+07	8.362129e+00
4.085286e+07	8.402183e+00
4.171003e+07	8.438494e+00
4.258518e+07	8.473023e+00
4.347870e+07	8.521056e+00
4.439097e+07	8.576545e+00
4.532237e+07	8.589338e+00
4.627332e+07	8.630613e+00
4.724422e+07	8.652454e+00
4.823549e+07	8.698589e+00
4.924757e+07	8.747564e+00
5.028087e+07	8.807477e+00
5.133586e+07	8.847002e+00
5.241298e+07	8.881950e+00
5.351271e+07	8.934585e+00
5.463550e+07	8.966115e+00
5.578186e+07	9.016763e+00
5.695227e+07	9.078024e+00
5.814723e+07	9.116705e+00
5.936727e+07	9.153059e+00
6.061291e+07	9.212015e+00
6.188468e+07	9.253427e+00
6.318314e+07	9.289835e+00
6.450884e+07	9.337535e+00
6.586236e+07	9.386422e+00
6.724427e+07	9.433896e+00
6.865519e+07	9.483297e+00
7.009570e+07	9.569527e+00
7.156644e+07	9.596439e+00
7.306804e+07	9.645414e+00
7.460114e+07	9.698134e+00
7.616642e+07	9.758631e+00
7.776453e+07	9.826978e+00
7.939618e+07	9.880040e+00
8.106206e+07	9.922910e+00
8.276289e+07	1.000468e+01
8.449942e+07	1.003230e+01
8.627237e+07	1.008966e+01
8.808253e+07	1.018284e+01
8.993067e+07	1.022053e+01
9.181758e+07	1.028869e+01
9.374409e+07	1.038239e+01
9.571102e+07	1.045035e+01
9.771921e+07	1.049838e+01
9.976955e+07	1.058427e+01
1.018629e+08	1.070675e+01
1.040002e+08	1.078624e+01
1.061823e+08	1.084600e+01
1.084102e+08	1.095236e+01
1.106848e+08	1.106738e+01
1.130072e+08	1.116856e+01
1.153783e+08	1.125010e+01
1.177992e+08	1.135444e+01
1.202708e+08	1.148466e+01
1.227943e+08	1.160906e+01
1.253708e+08	1.176756e+01
1.280013e+08	1.187823e+01
1.306870e+08	1.203178e+01
1.334291e+08	1.220700e+01
1.362287e+08	1.237923e+01
1.390870e+08	1.252979e+01
1.420053e+08	1.269933e+01
1.449849e+08	1.289622e+01
1.480269e+08	1.310287e+01
1.511328e+08	1.332675e+01
1.543038e+08	1.358543e+01
1.575414e+08	1.382043e+01
1.608469e+08	1.403233e+01
1.642218e+08	1.427851e+01
1.676675e+08	1.459230e+01
1.711855e+08	1.488026e+01
1.747773e+08	1.516513e+01
1.784444e+08	1.548849e+01
1.821885e+08	1.584853e+01
1.860112e+08	1.622236e+01
1.899141e+08	1.659313e+01
1.938988e+08	1.697619e+01
1.979672e+08	1.737130e+01
2.021209e+08	1.779124e+01
2.063618e+08	1.825361e+01
2.106916e+08	1.870546e+01
2.151123e+08	1.920869e+01
2.196258e+08	1.973255e+01
2.242340e+08	2.023788e+01
2.289388e+08	2.080443e+01
2.337424e+08	2.137234e+01
2.386467e+08	2.200806e+01
2.436540e+08	2.264512e+01
2.487663e+08	2.331427e+01
2.539859e+08	2.405342e+01
2.593150e+08	2.477193e+01
2.647559e+08	2.551455e+01
2.703110e+08	2.634022e+01
2.759826e+08	2.718839e+01
2.817733e+08	2.798808e+01
2.876854e+08	2.892136e+01
2.937216e+08	2.989117e+01
2.998844e+08	3.086958e+01
3.061766e+08	3.190228e+01
3.126007e+08	3.298061e+01
3.191597e+08	3.414162e+01
3.258562e+08	3.531660e+01
3.326933e+08	3.650803e+01
3.396739e+08	3.781098e+01
3.468009e+08	3.920357e+01
3.540774e+08	4.051005e+01
3.615066e+08	4.196407e+01
3.690917e+08	4.346759e+01
3.768359e+08	4.499011e+01
3.847427e+08	4.664637e+01
3.928153e+08	4.839158e+01
4.010573e+08	5.023745e+01
4.094722e+08	5.212815e+01
4.180637e+08	5.401286e+01
4.268355e+08	5.606533e+01
4.357913e+08	5.830962e+01
4.449350e+08	6.049020e+01
4.542706e+08	6.270619e+01
4.638021e+08	6.516895e+01
4.735335e+08	6.761854e+01
4.834691e+08	7.025617e+01
4.936132e+08	7.305789e+01
5.039701e+08	7.585189e+01
5.145444e+08	7.871319e+01
5.253405e+08	8.187680e+01
5.363631e+08	8.496615e+01
5.476170e+08	8.832216e+01
5.591071e+08	9.180699e+01
5.708382e+08	9.532336e+01
5.828155e+08	9.912741e+01
5.950440e+08	1.032580e+02
6.075292e+08	1.074373e+02
6.202763e+08	1.116288e+02
6.332908e+08	1.161541e+02
6.465785e+08	1.210092e+02
6.601449e+08	1.258849e+02
6.739960e+08	1.307693e+02
6.881377e+08	1.363410e+02
7.025761e+08	1.416585e+02
7.173175e+08	1.474649e+02
7.323682e+08	1.534396e+02
7.477346e+08	1.595520e+02
7.634235e+08	1.661439e+02
7.794416e+08	1.730991e+02
7.957957e+08	1.799418e+02
8.124930e+08	1.873060e+02
8.295407e+08	1.955438e+02
