#fa/C,dNeff
2.232016e+06,6.224505e-02
2.273597e+06,6.212142e-02
2.315951e+06,6.199854e-02
2.359095e+06,6.187321e-02
2.403043e+06,6.175027e-02
2.447809e+06,6.162054e-02
2.493409e+06,6.149487e-02
2.539859e+06,6.136926e-02
2.587174e+06,6.123910e-02
2.635371e+06,6.112258e-02
2.684465e+06,6.099121e-02
2.734474e+06,6.085945e-02
2.785414e+06,6.073108e-02
2.837304e+06,6.060386e-02
2.890160e+06,6.047159e-02
2.944000e+06,6.033759e-02
2.998844e+06,6.021010e-02
3.054710e+06,6.008192e-02
3.111616e+06,5.994323e-02
3.169582e+06,5.980764e-02
3.228628e+06,5.967232e-02
3.288774e+06,5.953614e-02
3.350041e+06,5.939809e-02
3.412449e+06,5.925750e-02
3.476019e+06,5.911483e-02
3.540774e+06,5.896957e-02
3.606735e+06,5.882982e-02
3.673925e+06,5.868831e-02
3.742366e+06,5.853214e-02
3.812083e+06,5.838342e-02
3.883098e+06,5.822898e-02
3.955436e+06,5.807096e-02
4.029122e+06,5.791419e-02
4.104181e+06,5.776370e-02
4.180637e+06,5.761057e-02
4.258518e+06,5.745540e-02
4.337850e+06,5.729850e-02
4.418660e+06,5.714040e-02
4.500975e+06,5.698231e-02
4.584824e+06,5.683007e-02
4.670234e+06,5.667646e-02
4.757236e+06,5.652056e-02
4.845859e+06,5.636358e-02
4.936132e+06,5.620749e-02
5.028087e+06,5.604743e-02
5.121755e+06,5.589421e-02
5.217169e+06,5.574349e-02
5.314359e+06,5.558764e-02
5.413360e+06,5.542032e-02
5.514206e+06,5.526867e-02
5.616930e+06,5.511470e-02
5.721568e+06,5.495558e-02
5.828155e+06,5.479498e-02
5.936727e+06,5.464062e-02
6.047322e+06,5.448365e-02
6.159978e+06,5.433123e-02
6.274732e+06,5.417879e-02
6.391624e+06,5.402286e-02
6.510694e+06,5.386465e-02
6.631981e+06,5.370480e-02
6.755528e+06,5.354844e-02
6.881377e+06,5.339128e-02
7.009570e+06,5.323070e-02
7.140151e+06,5.307020e-02
7.273165e+06,5.291557e-02
7.408657e+06,5.276190e-02
7.546673e+06,5.260155e-02
7.687260e+06,5.243629e-02
7.830465e+06,5.228442e-02
7.976339e+06,5.212044e-02
8.124930e+06,5.196163e-02
8.276289e+06,5.180483e-02
8.430468e+06,5.164420e-02
8.587519e+06,5.148020e-02
8.747496e+06,5.131701e-02
8.910453e+06,5.116125e-02
9.076446e+06,5.100194e-02
9.245531e+06,5.083329e-02
9.417766e+06,5.067447e-02
9.593209e+06,5.051465e-02
9.771921e+06,5.035286e-02
9.953962e+06,5.018811e-02
1.013939e+07,5.002102e-02
1.032828e+07,4.985577e-02
1.052069e+07,4.968879e-02
1.071668e+07,4.952582e-02
1.091632e+07,4.935970e-02
1.111968e+07,4.918525e-02
1.132683e+07,4.901896e-02
1.153783e+07,4.885167e-02
1.175277e+07,4.867980e-02
1.197171e+07,4.850611e-02
1.219473e+07,4.833340e-02
1.242191e+07,4.815457e-02
1.265332e+07,4.797137e-02
1.288904e+07,4.778768e-02
1.312915e+07,4.760220e-02
1.337373e+07,4.741137e-02
1.362287e+07,4.721427e-02
1.387665e+07,4.701370e-02
1.413516e+07,4.680892e-02
1.439848e+07,4.659563e-02
1.466671e+07,4.637156e-02
1.493993e+07,4.615356e-02
1.521825e+07,4.592098e-02
1.550175e+07,4.567700e-02
1.579053e+07,4.542330e-02
1.608469e+07,4.515998e-02
1.638434e+07,4.488987e-02
1.668956e+07,4.460773e-02
1.700047e+07,4.431243e-02
1.731717e+07,4.400493e-02
1.763977e+07,4.368699e-02
1.796838e+07,4.335622e-02
1.830312e+07,4.301137e-02
1.864409e+07,4.265043e-02
1.899141e+07,4.227508e-02
1.934520e+07,4.188900e-02
1.970558e+07,4.148637e-02
2.007267e+07,4.107247e-02
2.044661e+07,4.064635e-02
2.082751e+07,4.020542e-02
2.121550e+07,3.974729e-02
2.161073e+07,3.927867e-02
2.201331e+07,3.879662e-02
2.242340e+07,3.830182e-02
2.284112e+07,3.779369e-02
2.326663e+07,3.727079e-02
2.370006e+07,3.674109e-02
2.414157e+07,3.620135e-02
2.459130e+07,3.565156e-02
2.504942e+07,3.509278e-02
2.551606e+07,3.452662e-02
2.599140e+07,3.395352e-02
2.647559e+07,3.337063e-02
2.696881e+07,3.278185e-02
2.747121e+07,3.218971e-02
2.798297e+07,3.159330e-02
2.850426e+07,3.099037e-02
2.903527e+07,3.038405e-02
2.957617e+07,2.977652e-02
3.012714e+07,2.916936e-02
3.068838e+07,2.856345e-02
3.126007e+07,2.796119e-02
3.184242e+07,2.735488e-02
3.243561e+07,2.674889e-02
3.303985e+07,2.614689e-02
3.365535e+07,2.554710e-02
3.428231e+07,2.495157e-02
3.492096e+07,2.436009e-02
3.557150e+07,2.377368e-02
3.623416e+07,2.319310e-02
3.690917e+07,2.261819e-02
3.759675e+07,2.204679e-02
3.829714e+07,2.148610e-02
3.901058e+07,2.093145e-02
3.973730e+07,2.038096e-02
4.047757e+07,1.984396e-02
4.123163e+07,1.931230e-02
4.199973e+07,1.879008e-02
4.278214e+07,1.827572e-02
4.357913e+07,1.776839e-02
4.439097e+07,1.727248e-02
4.521792e+07,1.678268e-02
4.606029e+07,1.630476e-02
4.691835e+07,1.583710e-02
4.779239e+07,1.537741e-02
4.868271e+07,1.492801e-02
4.958962e+07,1.448722e-02
5.051342e+07,1.405766e-02
5.145444e+07,1.363840e-02
5.241298e+07,1.322817e-02
5.338938e+07,1.282885e-02
5.438397e+07,1.243761e-02
5.539709e+07,1.205528e-02
5.642908e+07,1.168252e-02
5.748030e+07,1.131975e-02
5.855110e+07,1.096748e-02
5.964185e+07,1.062109e-02
6.075292e+07,1.028556e-02
6.188468e+07,9.959342e-03
6.303753e+07,9.639616e-03
6.421186e+07,9.330592e-03
6.540806e+07,9.031267e-03
6.662655e+07,8.738675e-03
6.786773e+07,8.454090e-03
6.913204e+07,8.179421e-03
7.041990e+07,7.909601e-03
7.173175e+07,7.649417e-03
7.306804e+07,7.398675e-03
7.442922e+07,7.155283e-03
7.581576e+07,6.917131e-03
7.722814e+07,6.686358e-03
7.866682e+07,6.462303e-03
8.013230e+07,6.246297e-03
8.162509e+07,6.037167e-03
8.314568e+07,5.832877e-03
8.469460e+07,5.636139e-03
8.627237e+07,5.444494e-03
8.787954e+07,5.259790e-03
8.951665e+07,5.081004e-03
9.118425e+07,4.905822e-03
9.288292e+07,4.738789e-03
9.461324e+07,4.576612e-03
9.637579e+07,4.420587e-03
9.817117e+07,4.269931e-03
1.000000e+08,4.122197e-03
