#fa/C,dNeff
1.127468e+07,2.034785e-01
1.151124e+07,2.027376e-01
1.175277e+07,2.019561e-01
1.199937e+07,2.010623e-01
1.225114e+07,2.003907e-01
1.250819e+07,1.996310e-01
1.277063e+07,1.984935e-01
1.303858e+07,1.977759e-01
1.331216e+07,1.967413e-01
1.359147e+07,1.958177e-01
1.387665e+07,1.950417e-01
1.416781e+07,1.942535e-01
1.446507e+07,1.932932e-01
1.476858e+07,1.925750e-01
1.507845e+07,1.918719e-01
1.539482e+07,1.909135e-01
1.571784e+07,1.899067e-01
1.604763e+07,1.890133e-01
1.638434e+07,1.880360e-01
1.672811e+07,1.873432e-01
1.707910e+07,1.865423e-01
1.743745e+07,1.853952e-01
1.780332e+07,1.846236e-01
1.817687e+07,1.837999e-01
1.855825e+07,1.828651e-01
1.894764e+07,1.819495e-01
1.934520e+07,1.809575e-01
1.975110e+07,1.800092e-01
2.016551e+07,1.790735e-01
2.058862e+07,1.782278e-01
2.102061e+07,1.770969e-01
2.146166e+07,1.761344e-01
2.191197e+07,1.751922e-01
2.237172e+07,1.742146e-01
2.284112e+07,1.733207e-01
2.332037e+07,1.724600e-01
2.380968e+07,1.714308e-01
2.430925e+07,1.703351e-01
2.481930e+07,1.694387e-01
2.534006e+07,1.686559e-01
2.587174e+07,1.673995e-01
2.641458e+07,1.662889e-01
2.696881e+07,1.656731e-01
2.753466e+07,1.645872e-01
2.811239e+07,1.631615e-01
2.870224e+07,1.622340e-01
2.930447e+07,1.614413e-01
2.991933e+07,1.605381e-01
3.054710e+07,1.591701e-01
3.118803e+07,1.580445e-01
3.184242e+07,1.569524e-01
3.251053e+07,1.564209e-01
3.319266e+07,1.554980e-01
3.388911e+07,1.543705e-01
3.460016e+07,1.533189e-01
3.532614e+07,1.522234e-01
3.606735e+07,1.511711e-01
3.682411e+07,1.500422e-01
3.759675e+07,1.491847e-01
3.838560e+07,1.480527e-01
3.919100e+07,1.469977e-01
4.001330e+07,1.460126e-01
4.085286e+07,1.448774e-01
4.171003e+07,1.438535e-01
4.258518e+07,1.429480e-01
4.347870e+07,1.417468e-01
4.439097e+07,1.403802e-01
4.532237e+07,1.398790e-01
4.627332e+07,1.388770e-01
4.724422e+07,1.382133e-01
4.823549e+07,1.370757e-01
4.924757e+07,1.358273e-01
5.028087e+07,1.345701e-01
5.133586e+07,1.336799e-01
5.241298e+07,1.327682e-01
5.351271e+07,1.315856e-01
5.463550e+07,1.307683e-01
5.578186e+07,1.295930e-01
5.695227e+07,1.283525e-01
5.814723e+07,1.274309e-01
5.936727e+07,1.265687e-01
6.061291e+07,1.252687e-01
6.188468e+07,1.243758e-01
6.318314e+07,1.235652e-01
6.450884e+07,1.225274e-01
6.586236e+07,1.215069e-01
6.724427e+07,1.205415e-01
6.865519e+07,1.196103e-01
7.009570e+07,1.179698e-01
7.156644e+07,1.173449e-01
7.306804e+07,1.164155e-01
7.460114e+07,1.154120e-01
7.616642e+07,1.142944e-01
7.776453e+07,1.129769e-01
7.939618e+07,1.120067e-01
8.106206e+07,1.112803e-01
8.276289e+07,1.098746e-01
8.449942e+07,1.093347e-01
8.627237e+07,1.083314e-01
8.808253e+07,1.068023e-01
8.993067e+07,1.062345e-01
9.181758e+07,1.052268e-01
9.374409e+07,1.037381e-01
9.571102e+07,1.027680e-01
9.771921e+07,1.020766e-01
9.976955e+07,1.008498e-01
1.018629e+08,9.918987e-02
1.040002e+08,9.818220e-02
1.061823e+08,9.743212e-02
1.084102e+08,9.610490e-02
1.106848e+08,9.469540e-02
1.130072e+08,9.351830e-02
1.153783e+08,9.264494e-02
1.177992e+08,9.151557e-02
1.202708e+08,9.010280e-02
1.227943e+08,8.892465e-02
1.253708e+08,8.733305e-02
1.280013e+08,8.634341e-02
1.306870e+08,8.497643e-02
1.334291e+08,8.342804e-02
1.362287e+08,8.197229e-02
1.390870e+08,8.087125e-02
1.420053e+08,7.962176e-02
1.449849e+08,7.813610e-02
1.480269e+08,7.669119e-02
1.511328e+08,7.519518e-02
1.543038e+08,7.346280e-02
1.575414e+08,7.204120e-02
1.608469e+08,7.086596e-02
1.642218e+08,6.953812e-02
1.676675e+08,6.775673e-02
1.711855e+08,6.632986e-02
1.747773e+08,6.502020e-02
1.784444e+08,6.351032e-02
1.821885e+08,6.186842e-02
1.860112e+08,6.028817e-02
1.899141e+08,5.882508e-02
1.938988e+08,5.738959e-02
1.979672e+08,5.602708e-02
2.021209e+08,5.462295e-02
2.063618e+08,5.309341e-02
2.106916e+08,5.177274e-02
2.151123e+08,5.030165e-02
2.196258e+08,4.886397e-02
2.242340e+08,4.764754e-02
2.289388e+08,4.625609e-02
2.337424e+08,4.499130e-02
2.386467e+08,4.360595e-02
2.436540e+08,4.233475e-02
2.487663e+08,4.107135e-02
2.539859e+08,3.970270e-02
2.593150e+08,3.853723e-02
2.647559e+08,3.741088e-02
