#fa/C,dNeff
7.903066e+08,4.734870e-07
8.013230e+08,4.588033e-07
8.124930e+08,4.446137e-07
8.238187e+08,4.309013e-07
8.353023e+08,4.176496e-07
8.469460e+08,4.048429e-07
8.587519e+08,3.924658e-07
8.707225e+08,3.805035e-07
8.828599e+08,3.689418e-07
8.951665e+08,3.577669e-07
9.076446e+08,3.469654e-07
9.202967e+08,3.365246e-07
9.331251e+08,3.264319e-07
9.461324e+08,3.166755e-07
9.593209e+08,3.072437e-07
9.726934e+08,2.981255e-07
9.862522e+08,2.893099e-07
1.000000e+09,2.807867e-07
